QID,part of___P361,instance of___P31,version___None,description___None,label,discoverer or inventor___P61,time of discovery or invention___P575,constellation___P59,image___P18,absolute magnitude___P1457,epoch___P6259,declination___P6258,distance from Earth___P2583,right ascension___P6257,declination component of proper motion___P10751,radial velocity___P2216,mass___P2067,right ascension component of proper motion___P10752,apparent magnitude___P1215,parallax___P2214,type of variable star___P881,stellar rotational velocity___P4296,spectral class___P215,radius___P2120,metallicity___P2227,effective temperature___P6879,surface gravity___P7015,redshift___P1090,orbital eccentricity___P1096,parent astronomical body___P397,semi-major axis of an orbit___P2233,argument of periapsis___P2248,orbital period___P2146,time of periapsis___P11796,galaxy morphological type___P223,orbital inclination___P2045,mean anomaly___P2325,periapsis___P2244,longitude of ascending node___P2213,apoapsis___P2243
Q61715212,,non-periodic comet,2155286023,comet,C/2018 Y1 (Iwamoto),Masayuki Iwamoto,2018-12-18T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/20190213%20NCG2903%20ivamoto%20028.jpg,13.6,"March 3, 2019",,,,,,,,,,,,,,,,,,0.9910793080288138,,144.2706971815954,358.0572196618737,632944.4886840811,2458521.530623847,,160.4035376571279,0.01363306825375782,1.286994450025289,147.4835617543771,287.2543999131655
Q1043796,,spiral galaxy,2387960108,galaxy,NGC 1509,Lewis A. Swift,1886-10-22T00:00:00Z,Eridanus,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201509%20DSS.jpg,,J2000.0,-11.1790109808237,,60.9800144223592,,8693.8,,,13.7,,,,,,,,,0.02963,,,,,,,Sa,,,,,
Q84933989,,variable star,2392492693,RR Lyrae variable star in the constellation Virgo,V468 Virginis,,,Virgo,,,J2000.0,-1.82123923993,,200.78700729970998,-0.523,-19.9,,-1.44,19.2,2.0457,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q74122418,,emission-line star,2323369095,,IfAHA 186,,,,,,J2000.0,47.2050424218285,830.0822,328.2169821220399,-2.957,,,-1.917,19.84,1.2047,,,,,,,,,,,,,,,,,,,,
Q14523425,,Jupiter-family comet,2048104696,comet,274P/Tombaugh–Tenagra,Clyde Tombaugh,1931-01-12T00:00:00Z,,,11.1,"November 6, 2015",,,,,,,,,,,,,,,,,,0.4397251479505895,Sun,4.363993601416706,38.58639247675197,3329.849343197547,2456347.080940997,,15.83312721176628,106.5366101219236,2.445035869378319,81.3686553126237,6.282951333455093
Q86215725,,BY Draconis variable,2325041300,,OT Comae Berenices,,,Coma Berenices,,,J2000.0,21.023576559591,156.5656,200.3233858045541,5.253,,,50.511,11.74,6.3871,BY Draconis variable,,,,,,,,,,,,,,,,,,,
Q1146408,,UV-emission source,2426305511,star in the constellation Aquarius,Gamma Aquarii,,,Aquarius,,0.1,J2000.0,-1.38734919411,38.677,335.41404820054,11.219,-15.7,2.5,134.223,3.834,25.8551,,80,A0V,2.44,0.3,10209,10000,,,,,,,,,,,,,
Q75066403,,quasar,1897698250,,GALEX 2419807526929304590,,,,,,J2000.0,47.41671929890416,,121.1008817200254,-0.216,199249,,0.308,19.6733,0.0431,,,,,,,,1.227875,,,,,,,,,,,,
Q1103596,,spiral galaxy,2461309069,galaxy,NGC 3217,,1878-03-04T00:00:00Z,Leo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC3217%20-%20SDSS%20DR14.jpg,,J2000.0,10.9598333,,155.8858167,,9414,,,14.6,,,,,,,,,0.03191,,,,,,,Sc,,,,,
Q851182,Messier 34,star,2426982586,star in the constellation Andromeda,Buna,,,Andromeda,,3.4,J2000.0,42.06263014777,59.999,39.25796324194,-41.234,21.76,1.35,-38.864,7.28,16.667,,4.2,G2,1.85805,0.27,5957,10960,,,,,,,,,,,,,
Q1096776,Terebellum,star,2336957550,star in the constellation Sagittarius,59 Sagittarii,,,Sagittarius,,-2.48,J2000.0,-27.16990026,317.6116,299.23679852917,-15.957,-16.4,,9.029,4.528,3.1485,,,K2.5IIb,,-0.19,4350,60,,,,,,,,,,,,,
Q80841088,,interacting galaxy,2320371474,,NAME Zwicky's Triplet,,,Hercules,,,J2000.0,45.4612199844394,,252.3677669605185,,9405,,,16.9424,,,,,,,,,0.03135,,,,,,,-0.4,,,,,
Q83466432,,variable star,2298724871,RR Lyrae variable star in the constellation Virgo,HI Virginis,,,Virgo,,,J2000.0,-7.6526251343,2546.8296,198.89448926058,-0.637,,,1.239,15.11,0.0985,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q18925118,,comet,2044669540,comet,C/2000 C6 (SOHO),,,,,,"February 10, 2000",,,,,,,,,,,,,,,,,,1,,,82.41,,2451585.21,,144.78,,0.0062,4.47,
Q196843,,Algol variable,2298471337,binary star in the constellation Phoenix,Zeta Phoenicis,,,Phoenix,,,J2000.0,-55.24576000440916,89.222,17.09616910146708,31.739,15.3,3.92,20.375,4.014,11.208,eclipsing binary star,93,B6V+B9V,2.85,,8000,31600,,,,,,,,,,,,,
Q1943310,,trans-Neptunian object,2417156297,trans-Neptunian object,(69990) 1998 WU31,Marc Buie,1998-11-18T00:00:00Z,,,8.18,"November 21, 2025",,,,,,,,,,,,,,,,,,0.191,Sun,39.52569643671486,143.69868334344,90764.85604363774,2446201.6859122356,,6.565579451992558,58.69643057698158,32.07067672471408,237.1,46.98071614871564
Q1117370,,spiral galaxy,2437380842,galaxy,NGC 5158,John Frederick William Herschel,1826-05-07T00:00:00Z,Coma Berenices,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5158%20-%20SDSS%20DR14.jpg,,J2000.0,17.7789528,97.07,201.9455708,,6608,,,12.9,,,,,,,,,0.022045,,,,,,,SBab,,,,,
Q76826002,,brightest cluster galaxy,2337012709,brightest cluster galaxy in the constellation Ursa Major,SDSS J100915.46+690632.2,,,Ursa Major,,,J2000.0,69.108954,,152.314446,,128605,,,19.97,,,,,,,,,,,,,,,,,,,,,
Q88604813,,eclipsing binary star,2298757436,eclipsing binary star,V661 Hydrae,,,Hydra,,,J2000.0,-12.8996679516697,317.9751,157.864748502845,-0.825,28.28,,-5.757,12.82,3.1815,W Ursae Majoris variable,,,,,6000,,,,,,,,,,,,,,
Q4553532,,binary star,2429142416,binary star system in the constellation Hydra,17 Crateris,,,Hydra,,2.83,J2000.0,-29.261021341,,173.068350305,144.79,5.8,1.2,-19.56,,38.03,,,F8IV-V+F9V,2.25,,6308,9100,,,,,,,,,,,,,
Q134434217,,variable star,2347383116,variable star,PV Virginis,,,Virgo,,,J2000.0,-5.6431715695,423.1127,193.9012288679,,,,,,2.3241,Delta Scuti variable,,,,,,,,,,,,,,,,,,,
Q113435106,,brown dwarf,2418531793,brown dwarf in the constellation Libra,CWISEP J144606.62-231717.8,,2019-01-01T00:00:00Z,Libra,,,J2000.0,-23.288628389,10.1,221.527403417,-954,,11,-860,,,,,,,,,,,,,,,,,,,,,,
Q89380659,,emission-line galaxy,2311668841,Galaxy in the constellation of Aquarius,PHL 293B,,,Aquarius,http://commons.wikimedia.org/wiki/Special:FilePath/Color%20image%20of%20PHL%20293B.tif,,J2000.0,-0.11028,,337.65333,,1606,,,,,,,,,,,,0.00537,,,,,,,,,,,,
Q1120223,,elliptical galaxy,2323168929,galaxy,NGC 5484,William Herschel,1789-04-14T00:00:00Z,Ursa Major,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5484%20-%20SDSS%20DR14.jpg,,J2000.0,55.0298826424742,,211.7009079777317,,2029,,,14.7,,,,,,,,,0.00678,,,,,,,SA0,,,,,
Q2984453,,UV-emission source,2457497250,star in the constellation Cepheus,Nu Cephei,,,Cepheus,,-6.82,J2000.0,61.12080552694,,326.36218657833,-1.739,-25.9,15.4,-3.442,4.29,1.2336,Alpha Cygni variable,49,A2Ia,137,0.27,8800,22.4,,,,,,,,,,,,,
Q2805690,,resonant trans-Neptunian object,2413253626,trans-Neptunian object,(182294) 2001 KU76,Marc Buie,2001-05-24T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/TNO2001KU76%2040000y.gif,6.6,,,,,,,,,,,,,,,,,,,0.16,Sun,,205.8,,,,10.7,348.1,37.6831840109631,45,
Q91431588,,near-IR source,2298528624,carbon star in the constellation Auriga,V473 Aurigae,,,Auriga,,,J2000.0,36.73565402939,,75.73138981025,-0.77,-23.08,,0.501,10.970669,0.1382,long-period variable star,,C,,,,,,,,,,,,,,,,,
Q75066203,,quasar,1897452636,,GALEX 2685915643230815949,,,,,,J2000.0,45.52492529310111,,178.4915820786854,-0.835,188012,,1.175,20.2346,0.7865,,,,,,,,1.089004,,,,,,,,,,,,
Q86191353,,RS Canum Venaticorum variable,2328588543,,V595 Aurigae,,,Auriga,,,J2000.0,43.5502857424633,99.0364,74.5374168008345,-55.798,11.13,,22.281,11.54,10.0973,,,,,,,,,,,,,,,,,,,,
Q1653351,,interacting galaxy,2276810148,,IC 4689,Royal Harwood Frost,1904-08-01T00:00:00Z,Pavo,,,J2000.0,-57.7484028,70.84,273.4180583,,4949,,,11.554,,,,,,,,,0.016508,,,,,,,S,,,,,
Q1022590,,non-periodic comet,2294489320,comet,C/1907 L2 (Daniel),Zaccheus Daniel,1907-06-09T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Comet%20Daniel%20-%201907.jpg,,04 Mehr 1286,,,,,,,,,,,,,,,,,,0.9987674834806792,,415.5542731834365,294.4704562151533,3094140.680087334,2417822.9620670113,,8.957993146358199,0.002622264697953988,0.5121775063729215,144.2671341687653,830.5963688605
Q136079597,,variable star,2399915672,variable star,V544 Virginis,,,Virgo,,,J2000.0,-0.41189137931,50.55,214.78961631509,,,,,,,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q12069582,,peculiar star,2401760532,peculiar star in the constellation Gemini,V339 Geminorum,,,Gemini,,,J2000.0,29.1008831321418,467.1587,109.7143523265354,-9.964,,,0.408,8.86,2.1406,detached system,,A3m,,,,,,,,,,,,,,,,,
Q4042153,,star,2453138281,star in the constellation Cygnus,Kepler-50,,,Cygnus,,,J2000.0,50.03371520607,252.181,288.10088682013,-7.165,-2.93,1.24,6.626,10.54,3.9654,rotating variable star,9.4,F5,1.6551659,-0.02,6242,14500,,,,,,,,,,,,,
Q76643131,,quasar,2159346265,quasar in the constellation Cetus,GALEX 2673636250127171987,,,Cetus,,,J2000.0,-6.86575891137778,,6.56491811545167,2.143,149328,,0.708,20.0026,,,,,,,,,0.727682,,,,,,,,,,,,
Q5174559,NAME Argus Association,brown dwarf,2171034221,star in the constellation Draco,WISEPA J164715.59+563208.2,,2022-01-01T00:00:00Z,Draco,,,J2000.0,56.534924,20.2,251.815856,241,,18,-184.6,16.911,42.7,,,L9pec,1.22,,,,,,,,,,,,,,,,
Q746521,,elliptical galaxy,2354674161,galaxy,NGC 382,"William Parsons, 3rd Earl of Rosse",1850-11-04T00:00:00Z,Pisces,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200382%20SDSS.jpg,,J2000.0,32.403944,65.77,16.850333,,5223,,,13.2,,,,,,,,,0.017439,,,,,,,E:,,,,,
Q86032099,,Seyfert 2 galaxy,2213297250,Seyfert 2 galaxy in the constellation Taurus,UGC 2936,,,Taurus,,,J2000.0,1.9657306,42.07,60.7010625,,3810,,,13.33,,,,,,,,,0.012719,,,,,,,SBc,,,,,
Q77382241,,double star,2298406666,star in the constellation Cancer,WDJ0914+1914,,,Cancer,,,J2000.0,19.23674329825,650,138.52209845484,-13.446,,0.56,-0.61,18.984406,2.3396,cataclysmic variable star,,DA+M,0.015,,27743,75700000,,,,,,,,,,,,,
Q79857627,,Seyfert 1 galaxy,2316721373,Seyfert 1 galaxy in the constellation Indus,ESO 75-41,,,Indus,,,J2000.0,-69.6899124296862,119.26,329.274907830159,0.122,8488,,0.905,13.79,,,,,,,,,0.028273,,,,,,,S0,,,,,
Q88418751,,classical Cepheid variable,2329652481,,PW Comae Berenices,,,Coma Berenices,,,J2000.0,13.4903539151728,203.3554,188.9891820328597,-33.393,,,-22.064,10.27,4.9175,classical Cepheid variable,,K0,,0.08,4977,15000,,,,,,,,,,,,,
Q7472075,,asteroid,2333879925,asteroid,(38274) 1999 RR44,Korado Korlević,1999-09-14T00:00:00Z,,,14.72,"May 5, 2025",,,,,,,,,,,,,,,,,,0.1524028,Sun,3.0863151,135.1918162134424,5.42,2461117.242767153,,8.144605757968865,302.5212625871629,2.625467676113887,180.39825,3.557
Q89663076,,classical Cepheid variable,2311718560,classical Cepheid variable star in the constellation Gemini,AA Geminorum,,,Gemini,,,J2000.0,26.3292236696669,3.662,91.645608036098,-0.875,17,,-0.076,9.91,0.1878,classical Cepheid variable,,K0,,-0.08,5126,25,,,,,,,,,,,,,
Q110998621,,comet,2045462772,comet,C/1764 A1 (Messier),,,,,,"February 13, 1764",,,,,,,,,,,,,,,,,,1,,,104.859,,2365390.571,,127.089,,0.55522,123.388,
Q5173944,,UV-emission source,2335502610,star in the constellation Aquarius,HU Aquarii,,,Aquarius,,,J2000.0,-5.29459935331,191.007,316.99247688725,-62.732,,1,-64.579,15.814,5.2354,nova-like star,,D+M4V,,,,,,,,,,,,,,,,,
Q83696190,,near-IR source,2382551514,low-mass star in the constellation Virgo,K2-14,,,Virgo,,,J2000.0,2.59423267273,397.2212,178.05704420665,-25.674,6.6,0.47,-39.367,16.31,2.781,,,M0V,0.707704,-0.33,4174,1.57,,,,,,,,,,,,,
Q18402591,,non-periodic comet,2155284414,comet,C/2012 E3 (PANSTARRS),,,,,9.9,"March 29, 2012",,,,,,,,,,,,,,,,,,0.9827149050986322,,221.4230573330852,103.515421946193,1203462.858285102,2455694.4203972607,,105.6586084481255,0.09604671734609276,3.827318559353372,5.530997824829866,439.018796106817
Q1960360,,open cluster,2282107058,open cluster in the constellation Monoceros,NGC 2302,William Herschel,1785-03-04T00:00:00Z,Monoceros,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202302%20DSS.jpg,,J2000.0,-7.083,1182,102.975,-1.86,,,-2.66,,,,,,,,,,,,,,,,,,,,,,
Q59705396,,classical Cepheid variable,2312367487,variable star in the constellation Norma,U Normae,,,Norma,,,J2000.0,-55.3119282681009,1635.323,235.5871584165174,-2.787,-32.37,,-1.916,9.22,0.6115,classical Cepheid variable,,F8Ib/II,,0.15,5426,36,,,,,,,,,,,,,
Q1103553,,planetary nebula,2282102850,planetary nebula,NGC 3211,John Frederick William Herschel,1837-03-07T00:00:00Z,Carina,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%203211.png,,J2000.0,-62.6700278,2901,154.4606,,-16,,,11.5,,,,,,,,,,,,,,,,,,,,,
Q2554542,,reflection nebula,2424688923,Blue Horsehead Nebula,IC 4592,Edward Emerson Barnard,,Scorpius,http://commons.wikimedia.org/wiki/Special:FilePath/Rho%20Ophiucus%20Widefield.jpg,,J2000.0,-19.3,,243.25,,,,,3.9,,,,B2,,,,,,,,,,,,,,,,,
Q86379576,HD 119931,spectroscopic binary,2298781597,spectroscopic binary in the constellation Virgo,HD 119931B,,,Virgo,,,J2000.0,5.1153775522025,63.9939,206.52816435642498,-40.452,,,-110.949,8.04,15.8884,,,,,,,,,,,,,,,,,,,,
Q90780818,,near-IR source,2298395633,long period variable,V464 Herculis,,,Hercules,,,J2000.0,23.60863344076,,257.89339660694,-7.34,-119.08,,-5.838,11.97,0.1366,long-period variable star,,,,,,,,,,,,,,,,,,,
Q75270846,Small Magellanic Cloud,classical Cepheid variable,1940432972,,OGLE SMC-SC1 23730,,,,,,J2000.0,-73.1123381732361,,9.1234077864655,-1.341,,,0.389,17.37,,classical Cepheid variable,,F0,,,,,,,,,,,,,,,,,
Q1116530,Coma Cluster,spiral galaxy,2303427386,galaxy,NGC 5032,William Herschel,1785-04-11T00:00:00Z,Coma Berenices,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5032%20-%20SDSS%20DR14.jpg,,J2000.0,27.8023663864443,125.89,198.3623050634571,,6413,,,12.8,,,,,,,,,0.02132,,,,,,,SBb,,,,,
Q30895605,,variable star,2358648877,variable star,WASP-127,,,Sextans,,,J2000.0,-3.83507226233,159.504,160.55868204432,17.058,-8.25,0.949,19.133,10.172,6.2241,,,G3,1.3062699,-0.29,5501,4500,,,,,,,,,,,,,
Q15187535,,asteroid,2275926845,asteroid,(72396) 2001 CU20,Lincoln Near-Earth Asteroid Research,2001-02-04T00:00:00Z,,,13.6,"October 17, 2024",,,,,,,,,,,,,,,,,,0.1996835512848645,Sun,2.384880681018471,347.2112509550147,1345.235780677989,2461132.1861751317,,25.85527311721097,217.7148885001481,1.908659237242037,91.37977711710012,2.861102124794906
Q93920389,,eclipsing binary star,2412413195,eclipsing binary star,V631 Virginis,,,Virgo,,,J2000.0,7.8197775636858,359.1954,194.4001630705087,-10.124,-7.33,,1.606,12.05,2.8985,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q2734828,bet Mon C,Be-type star,2319253076,variable star,Beta Monocerotis A,,,Monoceros,,,J2000.0,-7.033058361,191.744,97.20445336858333,-5,20,,-7,4.6,5.2153,,260,B4Veshell,,,21135,,,,,,,,,,,,,,
Q90121767,,open cluster,2212785981,open cluster in the constellation Cassiopeia,NAME Skiff J0058+68.4,,,Cassiopeia,,,J2000.0,68.4667,,14.6,0.366,-23.4,,-2.063,,0.319,,,,,,,,,,,,,,,,,,,,
Q19904589,VHS J1256-1257,brown dwarf,2177305401,exoplanet,VHS 1256-1257B,,2015-05-01T00:00:00Z,Corvus,,,J2000.0,-12.956031,,194.008964,-189,,16,-277,16.66,,,,L8.0,1.22,,,,,0.68,VHS J1256-1257,350,180,5800000,,,24,,,,
Q75039660,,RR Lyrae variable,2323365759,RR Lyrae variable star in the constellation Corvus,SY Corvi,,,Corvus,,,J2000.0,-22.9092446285649,,183.0692608348988,0.039,,,-12.024,13.8,0.2076,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q3715213,,interacting galaxy,2303726256,,IC 196,,,Aries,http://commons.wikimedia.org/wiki/Special:FilePath/IC196%20-%20SDSS%20DR14.jpg,,J2000.0,14.739018,50.78,30.957533,,3627,,,13.937,,,,,,,,,0.01209,,,,,,,1,,,,,
Q676794,,variable star,2298428517,star in the constellation Cetus,71 Ceti,,,Cetus,,-0.85,J2000.0,-2.78002824049,208.877,36.24328692181,-7.366,18.5,,3.555,6.335,4.7875,,237,B9.5III/IV,4.31,,9988,,,,,,,,,,,,,,
Q75066201,,Seyfert 1 galaxy,1897698862,,GALEX 2683206416515204569,,,,,,J2000.0,49.6094166381565,,125.5787104763186,0.001,111185,,0.145,18.9088,0.0524,,,,,,,,0,,,,,,,,,,,,
Q75066795,,quasar,1897699379,,GALEX 2686021157692375875,,,,,,J2000.0,48.69457170001056,,184.1930791560375,-0.439,163532,,-1.444,19.9218,,,,,,,,,0.84399,,,,,,,,,,,,
Q75066188,,quasar,1902028827,,GALEX 2686021166282312103,,,,,,J2000.0,50.00581719628222,,184.0737021042496,-0.105,183399,,-0.06,19.4005,0.0275,,,,,,,,1.03749,,,,,,,,,,,,
Q1931308,,variable star,2315869006,star in the constellation Pegasus,MU Pegasi,,,Pegasus,,0.744,J2000.0,28.1633316853027,15.15,346.4834896031528,-1.945,13.62,,-0.25,16.75,,RR Lyrae variable with asymmetric light curves,4,G8III,,0.06,5100,800,,,,,,,,,,,,,
Q3359510,,Jupiter-family comet,2046319601,comet,304P/Ory,Michel Ory,,,http://commons.wikimedia.org/wiki/Special:FilePath/304P%202020-08-31%20image%20ZTF-sso-613-zg-fov-4.0arcmin.png,15.1,"July 30, 2011",,,,,,,,,,,,,,,,,,0.5741759196221194,Sun,3.244002219684945,329.661369090363,2134.126413204021,2454759.221133638,,2.755646325567597,170.9272654296966,1.381374261941145,60.68208309572269,5.106630177428745
Q15033464,,plutino,1838960475,Trans-Neptunian object,(508823) 2001 RX143,Marc Buie,,,,6.5,,,,,,,,,,,,,,,,,,,0.295,Sun,,239.4,,,,19.28,99.64,27.98392012905058,20.58,
Q95367599,,low-ionization nuclear emission-line region,2444649632,low-ionization nuclear emission-line region in the constellation Hydra,NAME Hya A,,,Hydra,http://commons.wikimedia.org/wiki/Special:FilePath/Black%20Hole%20Pumps%20Iron%20%284127624771%29.jpg,,J2000.0,-12.0955426,,139.5236198,,16457,,,14.8,,,,,,,,,0.054878,,,,,,,,,,,,
Q75264776,,carbon star,2297982926,,[MH95] 111,,,,,,J2000.0,-75.6834000395728,,5.8303194010478,-1.241,148.4,,0.39,15.5559,,,,C,,,,,,,,,,,,,,,,,
Q1047035,Large Magellanic Cloud,star cluster,2430618886,open cluster,NGC 2125,John Frederick William Herschel,1834-01-01T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202125%20DSS.jpg,,J2000.0,-69.4781417,,87.718917,,,,,,,,,,,,,,,,,,,,,,,,,,
Q972262,,Jupiter-family comet,2046175786,comet,250P/Larson,Stephen M. Larson,2011-01-10T00:00:00Z,,,15.6,"May 22, 2013",,,,,,,,,,,,,,,,,,0.4073539763269685,Sun,3.733359061693345,44.92480289655753,2634.802508265932,2455515.358856154,,13.29555794127378,125.5846731382744,2.212560402856241,73.7435541805934,5.25415772053045
Q66631191,,spectroscopic binary,2319299988,spectroscopic binary in the constellation Aquarius,KT Aquarii,,,Aquarius,,,J2000.0,-14.4569107566439,1024.2753,335.3893118917369,-4.605,-24.31,,-2.859,7.78,0.9763,,,M0III,,,,,,,,,,,,,,,,,
Q66309595,,long-period variable star,2315884753,variable star in the constellation Caelum,T Caeli,,,Caelum,,,J2000.0,-36.2093256373722,1428.3674,71.8288495347894,7.909,-1,,-1.237,7.73,0.7001,semiregular variable star,,C-N4IV:,,,,,,,,,,,,,,,,,
Q86146018,,Orion variable,2328577079,,V* HZ Cep,,,Cepheus,,,J2000.0,68.13944,334.9186,315.40083,-1.638,,,6.971,15.95,2.9858,flare star,,,,,,,,,,,,,,,,,,,
Q18533921,,comet,2044491356,comet,C/2011 J3 (LINEAR),,,,,16.2,"May 30, 2011",,,,,,,,,,,,,,,,,,0.9258319357568648,,19.56357150052479,27.84496409840208,31606.08034434903,2455585.88797868,,114.7123817918573,1.430747728998378,1.450992227876091,21.51228368098265,37.6761507731735
Q75066190,,quasar,1902028681,,GALEX 2683734177801571485,,,,,,J2000.0,45.7058544267225,,153.12228460410375,-0.428,157794,,-0.592,20.0325,,,,,,,,,0.7944,,,,,,,,,,,,
Q75039970,,variable star,2298385641,variable star,IS Hydrae,,,Hydra,,,J2000.0,-28.46878679769,3271.2861,184.53548504244998,-4.61,,,1.498,14.85,0.1288,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q5173541,,star,2315870228,star in the constellation Andromeda,ST Andromedae,,,Andromeda,http://commons.wikimedia.org/wiki/Special:FilePath/ST%20Andromedae.jpg,,J2000.0,35.7725675624216,1861.8507,354.6880538012259,-2.573,15,,-0.271,7.7,0.5371,SRa semi-regular variable star,,"C6,4e",,,,,,,,,,,,,,,,,
Q1045341,Large Magellanic Cloud,stellar association,2282181563,open cluster,NGC 1787,John Frederick William Herschel,1837-12-25T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201787%20DSS.jpg,,J2000.0,-65.8243944,,75.438583,,,,,10.92,,,,,,,,,,,,,,,,,,,,,
Q78532126,,Beta Lyrae variable,2313285032,,V487 Andromedae,,,Andromeda,,,J2000.0,30.2230621060763,852.3696,5.3624787044186,4.707,-27.48,,21.6,11.71,1.1732,,,,,,,,,,,,,,,,,,,,
Q74207162,,emission-line star,2323291583,,EM* CGHA 51,,,,,,J2000.0,46.1157693905556,416.6493,317.2917984823719,0.415,,,6.979,10.49,2.4001,,,,,,,,,,,,,,,,,,,,
Q93995845,,open cluster,2212773669,open cluster in the constellation Taurus,NAME Dutra Bica 83,,,Taurus,,,J2000.0,27.39222,,88.02042,3.79,,,2.81,,,,,,,,,,,,,,,,,,,,,,
Q2010121,,Jupiter-family comet,2046320237,Periodic Jupiter-family comet in the Solar System,11P/Tempel–Swift–LINEAR,Wilhelm Tempel,1869-11-27T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/11P%2020201120%20image%20ZTF-sso-500-zr-fov-4.7-arcmin.png,15.2,"November 2, 2019",,,,,,,,,,,,,,,,,,0.5774221353101371,Sun,3.28864469721933,167.7673739633523,2178.330937839413,2459179.514127292,,14.43558222984413,295.5446487095796,1.389708453874585,238.9870236722805,5.187580940564074
Q90844587,,near-IR source,2298395527,long period variable,V587 Herculis,,,Hercules,,,J2000.0,24.45111835818,,241.99672932683,-5.225,,,-2.909,11.726459,0.1112,SRd semi-regular variable star,,,,,,,,,,,,,,,,,,,
Q19366765,,hyperbolic comet,2045187988,comet,C/2015 D3 (PANSTARRS),,,,,10.9,"September 3, 2016",,,,,,,,,,,,,,,,,,1.002199555118846,,-3704.795711626446,2.885623039618081,,2457509.885663296,,128.5065220247186,0.0005446602563673887,8.148902371786894,156.9800441698457,
Q83620867,NAME rho Oph Cluster,low-mass star,2317612455,low-mass star in the constellation Ophiuchus,SR 12 AB c,,2011-04-01T00:00:00Z,Ophiuchus,,,J2000.0,-24.69701103084,,246.83190715629996,-25.327,,13,-7.703,21.156336,,,,M9.0,,,,,,,SR 12 (star),1083,,,,,,,,,
Q75066783,,quasar,1897699116,,GALEX 2683628633275237642,,,,,,J2000.0,47.69829035546139,,146.3211374490533,1.527,204662,,-1.03,19.8789,,,,,,,,,1.302777,,,,,,,,,,,,
Q91153709,,near-IR source,2298536164,long period variable,V335 Lupi,,,Lupus,,,J2000.0,-45.12195140702,942.863,224.15902136698,-4.709,102.82,,-27.81,8.7,1.0606,,,M1(III),,,,,,,,,,,,,,,,,
Q83782156,,star,2426983051,star in the constellation Andromeda,V694 Andromedae,,,Andromeda,,,J2000.0,34.044700145055,1435.338,355.1759884355219,-8.127,-36.68,,2.631,12.8085,0.6967,,,,,,,,,,,,,,,,,,,,
Q80113100,,variable star,2298474698,carbon star in the constellation Auriga,EF Aurigae,,,Auriga,,,J2000.0,38.08967812624,,80.33887486393,-1.79,,,0.216,10.365623,0.2926,long-period variable star,,C,,,,,,,,,,,,,,,,,
Q77822331,,low-surface-brightness galaxy,2408708441,low-surface-brightness galaxy,NAME Revolver,,,Sextans,,,J2000.0,-1.5457278,,150.8636917,,13820,,,17.411,,,,,,,,,0.045445,,,,,,,,,,,,
Q9064055,** TOK 652,double star,2298558927,star in the constellation Fornax,Psi Fornacis,,,Fornax,,,J2000.0,-38.43700125942,56.599,43.39332032155,35.14,28.58,,58.249,5.926,17.6681,,22.4,F5V,,0.05,6632,7410,,,,,,,,,,,,,
Q94498488,,brown dwarf,2134453265,,HD 1160 b,,2012-01-01T00:00:00Z,Pisces,,,J2000.0,4.2511,,3.9875,,,20,,,,,,,,,,,,,,80,,,,,,,,,
